ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,484.0,Y,WD ,142500,1,2282.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Unf,470.0,Y,WD ,141000,40,2196.0,1.5
RL,Edwards,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,None,None,0.0,N,WD ,107500,98,2464.0,2.0
RL,SWISU,Norm,5,CompShg,0.0,3,3,TA,N,SBrkr,TA,4,Typ,Detchd,Unf,240.0,Y,WD ,108500,65,1954.0,2.0
RL,SawyerW,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,472.0,Y,WD ,150000,12,1956.0,2.5
C (all),IDOTRR,Norm,3,CompShg,0.0,3,2,Fa,N,SBrkr,TA,6,Typ,None,None,0.0,N,WD ,78000,90,1152.0,1.0
RL,Somerst,Norm,8,CompShg,186.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,830.0,Y,ConLD,235128,1,3160.0,2.0
RL,ClearCr,Norm,7,CompShg,351.0,3,4,TA,Y,SBrkr,Gd,5,Typ,Attchd,Unf,739.0,Y,WD ,302000,36,3467.0,3.0
RL,CollgCr,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Min2,Attchd,Fin,440.0,Y,WD ,163000,33,2422.0,3.0
RL,Edwards,Norm,3,CompShg,0.0,3,3,TA,N,SBrkr,TA,5,Min1,Detchd,Unf,240.0,N,ConLD,84900,65,640.0,1.0
RL,NPkVill,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,440.0,Y,WD ,147000,35,2177.0,3.0
RM,OldTown,Norm,7,CompShg,0.0,4,3,Ex,Y,SBrkr,Ex,7,Min2,Attchd,Unf,164.0,Y,WD ,155000,94,2736.0,2.5
RL,Timber,Norm,7,CompShg,54.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,484.0,Y,WD ,180000,16,2648.0,3.0
RM,IDOTRR,Norm,4,CompShg,0.0,2,3,Fa,N,SBrkr,Fa,7,Mod,None,None,0.0,N,WD ,55000,80,1092.0,2.0
RL,Timber,Norm,7,CompShg,442.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,438.0,Y,WD ,187500,4,2014.0,3.0
RL,Edwards,Norm,6,CompShg,255.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,352.0,Y,WD ,125000,33,2166.0,2.0
RL,Crawfor,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Fin,180.0,Y,WD ,250000,70,3074.0,1.5
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,N,FuseA,TA,5,Typ,Detchd,Unf,200.0,P,WD ,78000,98,1380.0,1.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,Gd,Y,FuseA,TA,9,Typ,None,None,0.0,N,WD ,118000,98,2422.0,2.0
RL,NridgHt,Norm,8,CompShg,254.0,5,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,818.0,Y,New,318000,0,3388.0,2.0
RL,SawyerW,Norm,8,CompShg,125.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,471.0,Y,WD ,215000,13,2688.0,2.5
RM,IDOTRR,Norm,4,CompShg,0.0,3,2,TA,N,FuseA,TA,4,Min1,None,None,0.0,N,WD ,72000,81,1104.0,1.0
RL,NWAmes,Norm,6,CompShg,160.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,Fin,478.0,Y,COD,180000,32,2716.0,2.5
RL,Timber,Norm,6,CompShg,132.0,3,4,TA,Y,SBrkr,TA,7,Min2,Attchd,Fin,616.0,Y,WD ,184000,22,3257.0,3.0
RL,NAmes,Norm,5,CompShg,132.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,270.0,Y,WD ,124500,50,2082.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Unf,576.0,Y,WD ,135000,52,3208.0,2.0
RM,BrkSide,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,240.0,Y,WD ,164900,68,2653.0,1.5
RL,NWAmes,Norm,7,CompShg,168.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,528.0,Y,COD,140000,37,2328.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,294.0,Y,WD ,128000,51,2082.0,1.0
RL,Sawyer,Norm,6,CompShg,40.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Basment,Fin,504.0,Y,WD ,153000,30,1484.0,1.5
RM,OldTown,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,228.0,N,WD ,127500,98,2405.0,1.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,264.0,Y,WD ,141500,58,1909.0,2.0
RL,NoRidge,Norm,8,CompShg,362.0,4,5,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,712.0,Y,WD ,325000,16,4085.0,3.5
RL,NWAmes,Norm,7,CompShg,112.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,472.0,Y,WD ,188500,14,3188.0,2.0
FV,Somerst,Norm,6,CompShg,68.0,4,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Fin,572.0,Y,New,185000,0,2524.0,2.0
RL,SawyerW,Norm,6,CompShg,126.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,None,None,0.0,Y,WD ,146000,3,2350.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Unf,280.0,N,WD ,119000,92,1912.0,2.0
RM,BrDale,Norm,5,CompShg,142.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,280.0,Y,COD,112000,38,1932.0,2.5
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Attchd,Fin,550.0,Y,WD ,197000,1,2494.0,2.5
RL,NridgHt,Norm,9,CompShg,215.0,4,5,Gd,Y,SBrkr,Ex,11,Typ,Attchd,RFn,831.0,Y,New,412083,0,4327.0,3.5
RL,Mitchel,Norm,8,CompShg,148.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,857.0,Y,WD ,271000,6,3257.0,3.0
RL,NridgHt,Norm,7,CompShg,235.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,478.0,Y,WD ,200000,4,2810.0,3.0
RL,NWAmes,Norm,7,CompShg,130.0,3,4,TA,Y,SBrkr,Gd,5,Typ,Attchd,Fin,585.0,Y,WD ,174000,31,2552.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,351.0,Y,WD ,156500,47,2754.0,2.0
RL,Timber,Norm,6,CompShg,42.0,4,5,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,422.0,Y,WD ,204000,11,2628.0,3.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Unf,271.0,Y,WD ,149350,42,2456.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,4,Typ,Attchd,RFn,275.0,Y,WD ,137000,52,2016.0,1.0
RL,CollgCr,Norm,7,CompShg,202.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,541.0,Y,WD ,222500,10,3184.0,2.5
RL,Gilbert,Norm,6,CompShg,22.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,440.0,Y,New,166000,0,2256.0,2.5
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,None,None,0.0,P,WD ,109500,90,1872.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Mod,Attchd,Unf,498.0,Y,WD ,122000,55,1383.0,1.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Detchd,Unf,180.0,N,WD ,99900,87,1934.0,1.0
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,826.0,Y,WD ,249700,1,3312.0,2.0
RL,Crawfor,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,300.0,Y,WD ,158500,59,2244.0,1.5
RL,SawyerW,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,5,Typ,None,None,0.0,Y,WD ,139500,1,2284.0,1.5
RL,Timber,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Unf,470.0,Y,WD ,202000,6,2784.0,3.0
RL,NAmes,Norm,5,CompShg,122.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Attchd,Fin,588.0,Y,WD ,145000,47,3338.0,2.0
RL,Sawyer,Norm,4,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,CarPort,Unf,400.0,Y,WD ,108959,39,2456.0,3.0
RL,Timber,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Min1,Detchd,Unf,572.0,N,WD ,160000,62,2434.0,2.0
RL,NAmes,Norm,5,CompShg,260.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,484.0,Y,WD ,128600,49,3120.0,2.0
RL,NWAmes,Norm,7,CompShg,233.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,RFn,550.0,Y,WD ,197900,31,2728.0,2.5
RL,NWAmes,Norm,7,CompShg,252.0,4,5,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,596.0,Y,WD ,172000,30,2130.0,2.0
RL,CollgCr,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,308.0,Y,WD ,130000,30,1783.0,2.0
RL,Timber,Norm,6,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,435.0,Y,WD ,195000,9,3341.0,3.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,Ex,Y,FuseA,TA,4,Typ,Attchd,RFn,520.0,N,WD ,113000,54,1976.0,1.0
RL,Mitchel,Norm,8,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,490.0,Y,WD ,209000,5,2982.0,2.0
RL,Timber,Norm,7,CompShg,310.0,3,4,Ex,Y,SBrkr,Gd,7,Min1,Attchd,Fin,578.0,Y,WD ,213500,22,3124.0,4.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,5,Typ,Basment,Unf,480.0,Y,WD ,126000,58,1743.0,1.0
RL,Edwards,Norm,6,CompShg,0.0,3,3,Fa,Y,SBrkr,TA,7,Typ,Attchd,Unf,480.0,Y,COD,127500,53,3125.0,1.0
RL,StoneBr,PosN,9,CompShg,178.0,5,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,557.0,Y,WD ,334000,1,3420.0,3.0
RL,NAmes,Norm,6,CompShg,212.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,352.0,Y,WD ,157000,48,2506.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Detchd,Unf,294.0,Y,WD ,125500,45,1728.0,1.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,410.0,Y,WD ,189000,3,2184.0,3.5
RL,Mitchel,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,497.0,Y,WD ,173000,19,2405.0,3.0
RL,Veenker,Norm,7,CompShg,145.0,4,4,Gd,Y,SBrkr,Gd,9,Mod,Attchd,RFn,550.0,Y,WD ,260000,32,4394.0,4.0
RL,CollgCr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,578.0,Y,WD ,212000,2,2634.0,2.5
RL,CollgCr,Norm,5,CompShg,0.0,4,4,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,576.0,Y,WD ,148000,10,1784.0,1.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Unf,480.0,Y,COD,136300,46,2308.0,2.0
RL,Sawyer,RRAe,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,12,Typ,BuiltIn,RFn,600.0,N,WD ,190000,30,3981.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,3,2,TA,N,FuseA,TA,10,Typ,Detchd,Unf,420.0,N,WD ,139500,108,2424.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,400.0,Y,WD ,162000,4,1980.0,2.5
RM,IDOTRR,Norm,4,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,4,Typ,Detchd,Unf,264.0,P,WD ,100000,68,1855.0,1.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,288.0,Y,WD ,126500,38,1738.0,2.0
RL,SawyerW,Norm,7,CompShg,172.0,4,3,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,576.0,Y,WD ,301000,21,4232.0,3.5
RL,CollgCr,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,684.0,Y,WD ,204750,10,2610.0,3.5
RL,NAmes,Norm,4,CompShg,0.0,3,3,Fa,N,FuseF,TA,6,Typ,Detchd,Unf,420.0,Y,WD ,90000,60,1040.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,Y,FuseP,TA,10,Typ,2Types,Unf,393.0,Y,WD ,130000,88,3323.0,2.0
RL,NAmes,Norm,5,CompShg,300.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,RFn,530.0,Y,WD ,155000,38,2670.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,6,Typ,Detchd,Unf,308.0,Y,WD ,155000,48,2538.0,1.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,Unf,504.0,Y,WD ,131500,45,2078.0,2.5
RL,NAmes,Norm,6,CompShg,164.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Basment,RFn,364.0,Y,WD ,153000,55,2676.0,2.0
RL,NridgHt,Norm,8,CompShg,200.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,772.0,Y,WD ,306000,3,3408.0,3.0
RL,NridgHt,Norm,9,CompShg,518.0,4,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,Fin,899.0,Y,New,332200,0,3372.0,3.0
RL,Timber,Norm,8,CompShg,338.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,800.0,Y,New,293077,1,3284.0,3.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Basment,Unf,270.0,Y,WD ,128000,46,1828.0,1.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,Gd,Y,FuseA,Gd,5,Typ,Detchd,Unf,216.0,Y,WD ,152000,81,2765.0,2.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,TA,N,FuseA,TA,6,Typ,None,None,0.0,Y,WD ,135000,57,1912.0,1.5
RM,OldTown,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,Fa,8,Typ,Detchd,Unf,205.0,N,WD ,117500,127,3218.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,576.0,Y,WD ,127500,80,2141.0,1.0
RL,Veenker,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,676.0,Y,WD ,373000,26,4958.0,3.0
RM,MeadowV,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,None,None,0.0,Y,WD ,98000,38,1638.0,2.5
RL,Crawfor,Norm,7,CompShg,44.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,BuiltIn,RFn,473.0,Y,WD ,203135,16,2075.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,512.0,Y,WD ,191000,13,2596.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,267.0,Y,WD ,98000,52,1014.0,1.0
RL,Edwards,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,None,None,0.0,Y,WD ,179000,22,2400.0,6.0
RL,Somerst,Norm,8,CompShg,206.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,492.0,Y,WD ,245000,3,2854.0,2.0
RL,NWAmes,Norm,7,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,7,Maj1,Attchd,Fin,583.0,Y,WD ,213250,11,3330.0,3.0
RL,OldTown,Norm,4,CompShg,0.0,3,3,TA,N,SBrkr,TA,3,Typ,Detchd,Unf,390.0,N,WD ,89900,60,869.0,1.0
RL,Gilbert,Norm,7,CompShg,40.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,427.0,Y,WD ,185000,11,2550.0,2.5
RM,BrDale,Norm,6,CompShg,567.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,264.0,Y,WD ,113500,34,1617.0,1.5
RL,NAmes,Norm,3,CompShg,0.0,3,3,Fa,N,FuseP,TA,4,Typ,Detchd,Unf,660.0,N,WD ,68000,77,1430.0,1.0
RL,Mitchel,Norm,7,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,573.0,Y,WD ,201000,7,3120.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,603.0,Y,WD ,226700,3,2634.0,2.5
RL,NridgHt,Norm,10,CompShg,970.0,5,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,1174.0,Y,New,500067,0,4610.0,4.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,433.0,Y,WD ,201490,2,2446.0,2.5
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,528.0,Y,WD ,155000,14,1980.0,2.0
RL,NAmes,Norm,5,CompShg,124.0,3,4,Gd,Y,SBrkr,Gd,4,Typ,Attchd,Unf,564.0,Y,WD ,145000,31,1882.0,2.0
RM,BrkSide,Feedr,6,CompShg,0.0,3,2,Ex,Y,SBrkr,TA,6,Typ,Detchd,Fin,502.0,Y,WD ,128000,88,1973.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,RFn,442.0,Y,WD ,187000,7,2605.0,3.5
RM,Edwards,Norm,6,CompShg,80.0,3,4,Gd,Y,SBrkr,TA,5,Typ,Basment,Fin,525.0,Y,WD ,145500,4,1619.0,2.0
C (all),IDOTRR,Norm,4,CompShg,0.0,3,3,Fa,N,FuseP,TA,4,Typ,Detchd,Unf,200.0,N,WD ,75000,84,1144.0,1.0
RL,CollgCr,Norm,7,CompShg,204.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,796.0,Y,WD ,217000,2,3092.0,2.0
RL,Timber,Norm,7,CompShg,60.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,660.0,Y,WD ,220000,2,2682.0,3.0
RL,NWAmes,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,8,Min2,Attchd,RFn,484.0,Y,WD ,165150,34,2522.0,3.0
RL,CollgCr,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,576.0,Y,WD ,147000,30,1966.0,2.0
RL,CollgCr,Norm,7,CompShg,196.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,478.0,Y,WD ,203000,13,3008.0,3.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,RFn,447.0,Y,WD ,165500,51,3098.0,2.0
RL,Edwards,Norm,3,CompShg,0.0,3,3,TA,N,FuseF,TA,5,Typ,None,None,0.0,N,WD ,67000,94,1728.0,2.0
RL,NAmes,Norm,6,CompShg,340.0,3,3,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,440.0,Y,WD ,187000,43,2673.0,2.5
FV,Somerst,Norm,6,CompShg,513.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Detchd,Unf,440.0,Y,WD ,180000,9,2268.0,3.5
RL,Crawfor,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,8,Typ,Detchd,Unf,240.0,P,WD ,146500,86,1949.0,2.0
RL,CollgCr,Norm,7,CompShg,0.0,4,3,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,583.0,Y,WD ,270000,7,3346.0,3.0
RL,SawyerW,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Unf,564.0,Y,WD ,147000,18,1932.0,2.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,280.0,Y,WD ,132000,62,2040.0,2.0
RL,OldTown,Norm,4,CompShg,0.0,2,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Fin,338.0,Y,WD ,105000,89,2214.0,1.0
RL,SWISU,Norm,5,CompShg,0.0,3,3,Ex,N,SBrkr,Fa,9,Typ,None,None,0.0,N,WD ,135900,96,2496.0,3.0
RL,StoneBr,Norm,8,CompShg,603.0,5,4,Ex,Y,SBrkr,Ex,12,Mod,BuiltIn,Fin,841.0,Y,WD ,538000,7,4929.0,4.5
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,None,None,0.0,Y,WD ,147000,1,2286.0,1.5
RL,NridgHt,Norm,9,CompShg,300.0,4,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,Fin,840.0,Y,WD ,325000,3,3304.0,3.0
RL,Sawyer,Norm,5,CompShg,0.0,4,3,Gd,N,SBrkr,TA,6,Typ,Detchd,Unf,240.0,Y,WD ,124000,61,2100.0,1.0
RL,Sawyer,Norm,5,CompShg,114.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,288.0,Y,WD ,137000,41,1870.0,2.0
RL,OldTown,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,8,Min2,Detchd,Unf,528.0,Y,WD ,142900,94,3690.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,528.0,Y,WD ,147000,60,2046.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,477.0,Y,COD,128000,39,2360.0,1.5
RM,OldTown,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,225.0,Y,ConLw,144000,90,2505.0,1.0
RL,NridgHt,Norm,8,CompShg,178.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,484.0,Y,WD ,205000,4,2740.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Fin,480.0,Y,WD ,167000,45,2972.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,200.0,Y,WD ,66500,68,1807.0,1.5
RL,NoRidge,Norm,8,CompShg,420.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,704.0,Y,WD ,315000,13,4085.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,440.0,Y,New,155835,1,2184.0,2.5
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,528.0,Y,WD ,239500,14,3321.0,3.0
RL,NridgHt,Norm,9,CompShg,122.0,4,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,Fin,700.0,Y,WD ,300000,3,3035.0,3.0
RL,Timber,Norm,8,CompShg,886.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,692.0,Y,WD ,282000,5,3844.0,3.0
RL,NAmes,Norm,5,CompShg,69.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,336.0,Y,WD ,120000,47,2288.0,1.0
RL,ClearCr,Norm,7,Membran,0.0,3,4,Ex,Y,SBrkr,TA,5,Mod,Attchd,Unf,439.0,Y,WD ,241500,54,2748.0,2.0
RL,NridgHt,Norm,9,CompShg,492.0,5,4,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,870.0,Y,New,336860,0,3724.0,3.0
RM,IDOTRR,Norm,3,CompShg,0.0,3,3,Fa,N,SBrkr,TA,6,Typ,Detchd,Unf,210.0,P,WD ,91000,84,2084.0,1.0
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,528.0,Y,New,207500,1,3100.0,2.5
RM,Crawfor,Norm,7,CompShg,174.0,4,5,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Fin,482.0,Y,WD ,250000,4,3240.0,3.5
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,438.0,Y,New,167240,1,2496.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,495.0,Y,WD ,178000,4,2480.0,2.0
RL,NWAmes,Norm,6,CompShg,203.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,311.0,Y,COD,127000,44,2104.0,2.0
RL,NWAmes,Norm,6,CompShg,120.0,3,3,Gd,Y,SBrkr,TA,8,Typ,Attchd,RFn,535.0,Y,WD ,218500,43,3658.0,3.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,Ex,Y,FuseA,TA,4,Typ,Detchd,Unf,283.0,Y,WD ,135750,52,1904.0,1.0
RL,NAmes,Norm,7,CompShg,506.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,620.0,Y,WD ,214000,7,2960.0,3.0
RL,SawyerW,Norm,8,CompShg,366.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,620.0,Y,COD,257000,4,3688.0,3.0
RM,BrkSide,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,672.0,Y,WD ,157000,71,2322.0,2.0
